COUNTRYNEW,Help,friends,comfort,science,EMP_2010,Age,Gender,Education,Subjective_Income,wbi,employment,help
Saudi Arabia,0,Sought Friends,1,Belief,6,26,Female,Secondary,Getting By,High Income,Out of Workforce,Did not seek therapy
Jordan,1,Did Not seek Friends,1,Belief,1,24,Male,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Jordan,0,Sought Friends,1,Belief,1,20,Female,Secondary,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Jordan,0,Sought Friends,1,Belief,3,23,Male,Elementary or less,Living Comfortably,Upper-middle Income,"Employed Part Time, Content",Did not seek therapy
Jordan,0,Did Not seek Friends,1,No Belief,4,24,Female,Secondary,Very Difficult to get By,Upper-middle Income,Unemployed,Did not seek therapy
Jordan,0,Sought Friends,1,Belief,1,32,Male,Secondary,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Jordan,1,Did Not seek Friends,1,No Belief,6,71,Male,Elementary or less,Very Difficult to get By,Upper-middle Income,Out of Workforce,Sought Therapy
Jordan,0,Did Not seek Friends,1,No Belief,6,63,Female,Elementary or less,Difficult to Get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,1,Sought Friends,1,Belief,4,31,Female,Tertiary,Getting By,Upper-middle Income,Unemployed,Sought Therapy
Jordan,0,Did Not seek Friends,1,No Belief,5,19,Male,Secondary,Living Comfortably,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Jordan,0,Sought Friends,1,No Belief,2,43,Male,Secondary,Very Difficult to get By,Upper-middle Income,Self Employed,Did not seek therapy
Jordan,0,Sought Friends,1,No Belief,3,33,Female,Secondary,Getting By,Upper-middle Income,"Employed Part Time, Content",Did not seek therapy
Jordan,0,Did Not seek Friends,1,Belief,6,60,Female,Elementary or less,Living Comfortably,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,0,Sought Friends,1,No Belief,6,29,Male,Tertiary,Very Difficult to get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,0,Did Not seek Friends,0,No Belief,4,23,Male,Secondary,Getting By,Upper-middle Income,Unemployed,Did not seek therapy
Jordan,0,Sought Friends,1,Belief,1,35,Male,Secondary,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Jordan,0,Sought Friends,1,No Belief,6,40,Female,Secondary,Living Comfortably,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,0,Did Not seek Friends,1,No Belief,2,52,Male,Secondary,Difficult to Get By,Upper-middle Income,Self Employed,Did not seek therapy
Jordan,0,Sought Friends,1,Belief,1,55,Male,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Jordan,0,Did Not seek Friends,1,Belief,6,18,Female,Secondary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,0,Did Not seek Friends,1,No Belief,3,44,Female,Tertiary,Getting By,Upper-middle Income,"Employed Part Time, Content",Did not seek therapy
Jordan,0,Sought Friends,1,No Belief,6,30,Female,Tertiary,Difficult to Get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,1,Sought Friends,0,Belief,4,56,Male,Elementary or less,Very Difficult to get By,Upper-middle Income,Unemployed,Sought Therapy
Jordan,0,Sought Friends,1,No Belief,6,23,Female,Tertiary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,1,Did Not seek Friends,1,No Belief,6,47,Female,Secondary,Getting By,Upper-middle Income,Out of Workforce,Sought Therapy
Jordan,0,Sought Friends,1,No Belief,6,36,Female,Secondary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,0,Sought Friends,1,Belief,4,27,Male,Secondary,Very Difficult to get By,Upper-middle Income,Unemployed,Did not seek therapy
Jordan,0,Sought Friends,1,No Belief,2,62,Male,Secondary,Very Difficult to get By,Upper-middle Income,Self Employed,Did not seek therapy
Jordan,0,Did Not seek Friends,1,Belief,5,36,Male,Secondary,Very Difficult to get By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Jordan,0,Did Not seek Friends,1,No Belief,4,17,Male,Secondary,Getting By,Upper-middle Income,Unemployed,Did not seek therapy
Jordan,0,Sought Friends,1,Belief,1,22,Male,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Jordan,1,Sought Friends,1,Belief,5,35,Female,Secondary,Very Difficult to get By,Upper-middle Income,"Employed Part Time,not content",Sought Therapy
Jordan,0,Sought Friends,1,Belief,1,30,Male,Tertiary,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Jordan,0,Sought Friends,1,Belief,1,20,Male,Secondary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Jordan,0,Did Not seek Friends,0,No Belief,1,31,Male,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Jordan,0,Did Not seek Friends,1,Belief,1,29,Male,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Jordan,0,Sought Friends,1,Belief,6,50,Female,Secondary,Very Difficult to get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,0,Did Not seek Friends,0,Belief,1,22,Male,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Jordan,0,Sought Friends,1,Belief,1,26,Male,Elementary or less,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Jordan,0,Sought Friends,1,Belief,6,37,Female,Secondary,Very Difficult to get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,1,Sought Friends,1,No Belief,1,47,Male,Elementary or less,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Jordan,0,Sought Friends,1,Belief,2,51,Male,Elementary or less,Very Difficult to get By,Upper-middle Income,Self Employed,Did not seek therapy
Jordan,0,Sought Friends,1,Belief,1,33,Male,Secondary,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Jordan,0,Sought Friends,1,Belief,6,53,Female,Secondary,No Answer,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,1,Sought Friends,1,No Belief,6,48,Female,Secondary,Very Difficult to get By,Upper-middle Income,Out of Workforce,Sought Therapy
Jordan,0,Sought Friends,1,Belief,4,25,Male,Tertiary,Difficult to Get By,Upper-middle Income,Unemployed,Did not seek therapy
Jordan,0,Did Not seek Friends,1,No Belief,1,18,Male,Secondary,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Jordan,0,Did Not seek Friends,1,No Belief,4,25,Male,Secondary,Very Difficult to get By,Upper-middle Income,Unemployed,Did not seek therapy
Jordan,0,Sought Friends,1,Belief,5,49,Male,Secondary,Very Difficult to get By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Jordan,0,Sought Friends,1,Belief,2,55,Male,Secondary,Difficult to Get By,Upper-middle Income,Self Employed,Did not seek therapy
Jordan,0,Sought Friends,0,No Belief,6,51,Female,Tertiary,Difficult to Get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,0,Sought Friends,0,Belief,6,42,Male,Elementary or less,Very Difficult to get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,0,Sought Friends,1,No Belief,5,45,Male,Secondary,Difficult to Get By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Jordan,0,Sought Friends,1,Belief,4,31,Female,Secondary,Difficult to Get By,Upper-middle Income,Unemployed,Did not seek therapy
Jordan,0,Sought Friends,1,No Belief,4,20,Male,Tertiary,Difficult to Get By,Upper-middle Income,Unemployed,Did not seek therapy
Jordan,0,Did Not seek Friends,1,No Belief,1,34,Male,Secondary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Jordan,0,Did Not seek Friends,1,No Belief,4,50,Male,Secondary,Very Difficult to get By,Upper-middle Income,Unemployed,Did not seek therapy
Jordan,0,Sought Friends,1,No Belief,2,21,Male,Elementary or less,Very Difficult to get By,Upper-middle Income,Self Employed,Did not seek therapy
Jordan,1,Did Not seek Friends,1,Belief,6,20,Male,Tertiary,Getting By,Upper-middle Income,Out of Workforce,Sought Therapy
Jordan,0,Sought Friends,1,Belief,6,32,Female,Secondary,Difficult to Get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,0,Did Not seek Friends,1,No Belief,2,65,Male,Tertiary,Living Comfortably,Upper-middle Income,Self Employed,Did not seek therapy
Jordan,0,Sought Friends,1,Belief,4,24,Female,Tertiary,Getting By,Upper-middle Income,Unemployed,Did not seek therapy
Jordan,0,Sought Friends,1,Belief,4,25,Male,Tertiary,Difficult to Get By,Upper-middle Income,Unemployed,Did not seek therapy
Jordan,0,Sought Friends,1,Belief,1,27,Male,Secondary,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Jordan,0,Sought Friends,1,Belief,6,52,Male,Secondary,Very Difficult to get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,0,Did Not seek Friends,1,No Belief,6,23,Female,Secondary,Very Difficult to get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,0,Sought Friends,1,No Belief,4,36,Male,Secondary,Very Difficult to get By,Upper-middle Income,Unemployed,Did not seek therapy
Jordan,0,Sought Friends,1,Belief,5,24,Female,Tertiary,Getting By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Jordan,0,Sought Friends,1,No Belief,6,49,Female,Secondary,Very Difficult to get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,0,Did Not seek Friends,1,No Belief,2,30,Male,Tertiary,Difficult to Get By,Upper-middle Income,Self Employed,Did not seek therapy
Jordan,0,Sought Friends,1,Belief,1,27,Male,Tertiary,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Jordan,1,Sought Friends,0,No Belief,6,37,Female,Secondary,Very Difficult to get By,Upper-middle Income,Out of Workforce,Sought Therapy
Jordan,0,Sought Friends,1,No Belief,2,45,Female,Tertiary,Very Difficult to get By,Upper-middle Income,Self Employed,Did not seek therapy
Jordan,0,Sought Friends,1,Belief,6,18,Female,Secondary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,1,Sought Friends,0,No Belief,4,29,Male,Elementary or less,Very Difficult to get By,Upper-middle Income,Unemployed,Sought Therapy
Jordan,0,Did Not seek Friends,1,Belief,6,50,Male,No Answer,Not Sure,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,1,Sought Friends,1,Belief,1,39,Male,Elementary or less,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Jordan,0,Sought Friends,1,Belief,5,23,Male,Secondary,Very Difficult to get By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Jordan,0,Sought Friends,1,No Belief,1,45,Male,Tertiary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Jordan,0,Sought Friends,1,No Belief,6,20,Male,Tertiary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,0,Sought Friends,1,No Belief,5,26,Female,Tertiary,Very Difficult to get By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Jordan,0,Did Not seek Friends,1,No Belief,6,24,Female,Secondary,Very Difficult to get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,0,Did Not seek Friends,1,No Belief,1,33,Male,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Jordan,0,Sought Friends,1,No Belief,6,45,Female,Secondary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,0,Sought Friends,1,Belief,6,20,Male,Secondary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,0,Did Not seek Friends,1,No Belief,6,49,Male,Tertiary,Difficult to Get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,0,Sought Friends,0,No Belief,4,30,Female,Secondary,Very Difficult to get By,Upper-middle Income,Unemployed,Did not seek therapy
Jordan,0,Sought Friends,1,No Belief,5,20,Female,Elementary or less,Getting By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Jordan,0,Sought Friends,1,No Belief,6,57,Male,Secondary,Very Difficult to get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,0,Sought Friends,0,Belief,6,35,Female,Elementary or less,Very Difficult to get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,0,Sought Friends,1,Belief,6,21,Male,Secondary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,1,Sought Friends,1,No Belief,5,23,Female,Tertiary,Very Difficult to get By,Upper-middle Income,"Employed Part Time,not content",Sought Therapy
Jordan,0,Did Not seek Friends,1,Belief,1,23,Female,Tertiary,Living Comfortably,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Jordan,0,Sought Friends,1,No Belief,6,30,Male,Secondary,Living Comfortably,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,1,Sought Friends,1,Belief,1,45,Male,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Jordan,1,Sought Friends,1,No Belief,5,24,Female,Secondary,Getting By,Upper-middle Income,"Employed Part Time,not content",Sought Therapy
Jordan,0,Sought Friends,1,Belief,5,48,Female,Secondary,Difficult to Get By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Jordan,0,Did Not seek Friends,1,No Belief,5,36,Male,Secondary,Difficult to Get By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Jordan,0,Sought Friends,1,No Belief,6,49,Female,Secondary,Very Difficult to get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,0,Did Not seek Friends,1,No Belief,4,22,Male,Secondary,Getting By,Upper-middle Income,Unemployed,Did not seek therapy
Jordan,0,Did Not seek Friends,0,No Belief,4,45,Male,Secondary,Very Difficult to get By,Upper-middle Income,Unemployed,Did not seek therapy
Jordan,0,Sought Friends,1,No Belief,5,35,Female,Secondary,Very Difficult to get By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Jordan,1,Sought Friends,1,Belief,5,45,Male,Elementary or less,Very Difficult to get By,Upper-middle Income,"Employed Part Time,not content",Sought Therapy
Jordan,0,Did Not seek Friends,1,No Belief,1,18,Male,Secondary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Jordan,0,Sought Friends,1,Belief,6,29,Female,Secondary,Getting By,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,0,Sought Friends,1,Belief,4,33,Male,Elementary or less,Very Difficult to get By,Upper-middle Income,Unemployed,Did not seek therapy
Jordan,0,Sought Friends,1,No Belief,5,27,Male,Tertiary,Getting By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Jordan,0,Sought Friends,1,No Belief,2,60,Male,Secondary,Living Comfortably,Upper-middle Income,Self Employed,Did not seek therapy
Jordan,1,Sought Friends,1,No Belief,1,23,Male,Secondary,Getting By,Upper-middle Income,Fully Employed by employer,Sought Therapy
Jordan,0,Did Not seek Friends,1,Belief,2,15,Male,Elementary or less,Difficult to Get By,Upper-middle Income,Self Employed,Did not seek therapy
Jordan,0,Sought Friends,1,No Belief,4,21,Female,Secondary,Getting By,Upper-middle Income,Unemployed,Did not seek therapy
Jordan,0,Sought Friends,1,No Belief,1,30,Male,Tertiary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Jordan,0,Sought Friends,1,Belief,6,27,Female,Tertiary,Difficult to Get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,0,Sought Friends,1,No Belief,2,36,Male,Secondary,Very Difficult to get By,Upper-middle Income,Self Employed,Did not seek therapy
Jordan,0,Did Not seek Friends,0,No Belief,5,23,Male,Secondary,Very Difficult to get By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Jordan,0,Sought Friends,1,Belief,4,47,Male,Secondary,Very Difficult to get By,Upper-middle Income,Unemployed,Did not seek therapy
Jordan,0,Sought Friends,1,Belief,6,24,Female,Tertiary,Living Comfortably,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,0,Sought Friends,1,No Belief,4,39,Male,Elementary or less,Getting By,Upper-middle Income,Unemployed,Did not seek therapy
Jordan,0,Sought Friends,1,Belief,4,19,Female,Secondary,Difficult to Get By,Upper-middle Income,Unemployed,Did not seek therapy
Jordan,0,Did Not seek Friends,1,No Belief,4,30,Male,Secondary,Very Difficult to get By,Upper-middle Income,Unemployed,Did not seek therapy
Jordan,0,Sought Friends,1,No Belief,6,32,Female,Secondary,Very Difficult to get By,Upper-middle Income,Out of Workforce,Did not seek therapy
Jordan,0,Sought Friends,1,Belief,1,29,Female,Tertiary,Difficult to Get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
Jordan,0,Sought Friends,1,Belief,5,25,Male,Tertiary,Getting By,Upper-middle Income,"Employed Part Time,not content",Did not seek therapy
Jordan,0,Sought Friends,1,Belief,1,27,Female,Secondary,Very Difficult to get By,Upper-middle Income,Fully Employed by employer,Did not seek therapy
